dataset,condition,classifier,GM,Kappa,MCC,F1,Precision,Recall
stamps,RN-SMOTE,SGD-LR,0.5937431436238044,0.6398611200396004,0.5021047335815105,0.49133333333333334,0.445,0.6
stamps,RN-SMOTE,SVM,0.5960309376832202,0.6627166966669485,0.5402962246247719,0.5333333333333333,0.5066666666666666,0.6
stamps,RN-SMOTE,XGBoost,0.49672588303857057,0.6246678465887705,0.44580189319974445,0.44,0.41333333333333333,0.5
stamps,SMOTE,AdaBoost,0.3983574747850277,0.5575510603301463,0.37225191974468524,0.37,0.35666666666666663,0.4
stamps,SMOTE,CART,0.3983684082535428,0.5575332800564448,0.37223814549807005,0.37,0.35666666666666663,0.4
stamps,SMOTE,GB,0.3990188581065056,0.5796237499730016,0.38508047841912657,0.38333333333333336,0.37666666666666665,0.4
stamps,SMOTE,KNN,0.5947070932032004,0.6037609588904154,0.5203640912032379,0.5113333333333333,0.475,0.6
stamps,SMOTE,NB,0.5386991002940743,0.7316770186335404,0.5156486674912202,0.5133333333333333,0.5,0.54
stamps,SMOTE,RF,0.4983684082535428,0.7100585325816972,0.4729048121647367,0.47,0.45666666666666667,0.5
stamps,SMOTE,SGD-LR,0.5933949739232287,0.6370392955024706,0.5004360995415613,0.4893333333333333,0.44333333333333336,0.6
stamps,SMOTE,SVM,0.5960309376832202,0.6627166966669485,0.5402962246247719,0.5333333333333333,0.5066666666666666,0.6
stamps,SMOTE,XGBoost,0.49672588303857057,0.6246678465887705,0.44580189319974445,0.44,0.41333333333333333,0.5
wbc,Original,AdaBoost,0.457277276234652,0.3873468292274734,0.3970188370895371,0.3913333333333333,0.36166666666666664,0.46
wbc,Original,CART,0.555920412310993,0.4549711238751509,0.468560773959662,0.45904761904761904,0.41333333333333333,0.56
wbc,Original,GB,0.5390932270162114,0.514427824305848,0.5177151258224058,0.5166666666666666,0.5066666666666666,0.54
wbc,Original,KNN,0.4593244796623267,0.43939842770878434,0.4419487418595947,0.44,0.43,0.46
wbc,Original,NB,0.9776009475446155,0.5368653691746829,0.6093343168202104,0.5523809523809524,0.4086666666666667,1.0
